pmid	year	uses_seer	queries	journal	title
35190441	2022	False	timeliness_disparities_any_source	BMJ open	Five-year follow-up study of a population-based prospective cohort of men with low-risk prostate cancer: the treatment options in prostate cancer study (TOPCS): study protocol.
34807485	2022	False	timeliness_disparities_any_source	The Prostate	Effects of the 2012 and 2018 US preventive services task force prostate cancer screening guidelines on pathologic outcomes after prostatectomy.
34516660	2022	False	timeliness_disparities_any_source	Cancer	Treatment in the absence of disease reclassification among men on active surveillance for prostate cancer.
34836465	2021	False	timeliness_disparities_any_source	American journal of men's health	Sociodemographic and Geographic Disparities of Prostate Cancer Treatment Delay in Tennessee: A Population-Based Study.
33974827	2021	False	timeliness_disparities_any_source	JCO oncology practice	Effect of Medicaid Expansion on Receipt of Definitive Treatment and Time to Treatment Initiation by Racial and Ethnic Minorities and at Minority-Serving Hospitals: A Patient-Level and Facility-Level Analysis of Breast, Colon, Lung, and Prostate Cancer.
33738172	2021	False	timeliness_disparities_any_source	Cureus	The Effect of Payer Status on Survival of Patients With Prostate Cancer.
33315115	2020	False	timeliness_disparities_any_source	JAMA network open	Assessment of Time-to-Treatment Initiation and Survival in a Cohort of Patients With Common Cancers.
33289846	2020	False	timeliness_disparities_any_source	JAMA network open	Surgical Delay and Pathological Outcomes for Clinically Localized High-Risk Prostate Cancer.
33372564	2020	False	timeliness_disparities_any_source	American journal of men's health	Identifying Risk Profiles of Malignant Prostate Cancer Surgical Delay Using a Person-Centered Approach to Understand Prostate Cancer Disparities: The Constellation of Health Determinants Using Latent Class Analysis on Cancer Registry Data.
32356508	2020	False	timeliness_disparities_any_source	The Journal of urology	Delayed Radical Prostatectomy is Not Associated with Adverse Oncologic Outcomes: Implications for Men Experiencing Surgical Delay Due to the COVID-19 Pandemic.
32139288	2020	False	timeliness_disparities_any_source	Urologic oncology	A prospective analysis of health-related quality of life in intermediate and high-risk prostate cancer patients managed with intensity modulated radiation therapy, with vs. without hormonal therapy.
33082847	2020	False	timeliness_disparities_any_source	Ecancermedicalscience	Radiotherapy waiting time in Northern Nigeria: experience from a resource-limited setting.
32473650	2020	False	timeliness_disparities_any_source	BMC cancer	Patient and tumour characteristics associated with inclusion in Cancer patient pathways in Norway in 2015-2016.
32241385	2020	False	timeliness_disparities_any_source	Advances in cancer research	Race differences in mobility status among prostate cancer survivors: The role of socioeconomic status.
31508747	2019	False	timeliness_disparities_any_source	Ciencia & saude coletiva	Association of sociodemographic and clinical variables with time to start prostate cancer treatment.
30151598	2019	False	timeliness_disparities_any_source	World journal of urology	Prostate cancer navigation: initial experience and association with time to care.
30414956	2019	False	timeliness_disparities_any_source	The Journal of urology	Quality of Care in the Treatment of Localized Intermediate and High Risk Prostate Cancer at Minority Serving Hospitals.
29904743	2018	False	timeliness_disparities_any_source	Advances in radiation oncology	Risk factors involved in treatment delays and differences in treatment type for patients with prostate cancer by risk category in an academic safety net hospital.
25966639	2016	False	timeliness_disparities_any_source	Neurourology and urodynamics	Utilization of surgical procedures and racial disparity in the treatment of urinary incontinence after prostatectomy.
26540571	2016	False	timeliness_disparities_any_source	Oncotarget	Social inequalities and cancer: can the European deprivation index predict patients' difficulties in health care access? a pilot study.
27009456	2016	False	timeliness_disparities_any_source	Cancer control : journal of the Moffitt Cancer Center	Racial Disparity in Time Between First Diagnosis and Initial Treatment of Prostate Cancer.
29698146	2015	False	timeliness_disparities_any_source	Value in health regional issues	Prognosis, Cost, and Occurrence of Colorectal, Lung, Breast, and Prostate Cancer in Hungary.
26048455	2015	False	timeliness_disparities_any_source	European journal of cancer (Oxford, England : 1990)	A randomised, double-blind study comparing the addition of bicalutamide with or without dutasteride to GnRH analogue therapy in men with non-metastatic castrate-resistant prostate cancer.
25766484	2015	False	timeliness_disparities_any_source	Clinical genitourinary cancer	Effect of Patient Demographic Characteristics and Radiation Timing on PSA Reduction in Patients Treated With Definitive Radiation Therapy for Prostate Cancer.
25908909	2015	False	timeliness_disparities_any_source	Current oncology (Toronto, Ont.)	Patient-expressed perceptions of wait-time causes and wait-related satisfaction.
25091019	2014	False	timeliness_disparities_any_source	Journal of medical imaging and radiation oncology	Radiotherapy in the Barwon South Western Region: a rural perspective.
24938303	2014	False	timeliness_disparities_any_source	Journal of the National Cancer Institute	Impact of patient navigation on timely cancer care: the Patient Navigation Research Program.
24158562	2013	False	timeliness_disparities_any_source	Bulletin du cancer	[Waiting times for cancer care in four most frequent cancers in several French regions in 2011 and 2012].
23947435	2013	False	timeliness_disparities_any_source	BMC health services research	Navigating veterans with an abnormal prostate cancer screening test: a quasi-experimental study.
23069729	2013	False	timeliness_disparities_any_source	Prostate cancer and prostatic diseases	Race is associated with discontinuation of active surveillance of low-risk prostate cancer: results from the Duke Prostate Center.
23374784	2013	False	timeliness_disparities_any_source	Urology	Racial and ethnic differences in time to treatment for patients with localized prostate cancer.
23107396	2012	False	timeliness_disparities_any_source	Urology	Socioeconomic and clinical factors influence the interval between positive prostate biopsy and radical prostatectomy.
22093486	2012	False	timeliness_disparities_any_source	BJU international	Effect of delaying surgery on radical prostatectomy outcomes: a contemporary analysis.
22382868	2012	False	timeliness_disparities_any_source	Cancer causes & control : CCC	Factors associated with diagnostic and treatment intervals for prostate cancer in Queensland, Australia: a large cohort study.
15887794	2005	False	timeliness_disparities_any_source	Canadian journal of surgery. Journal canadien de chirurgie	Using administrative databases to measure waiting times for patients undergoing major cancer surgery in Ontario, 1993-2000.
15877937	2005	False	timeliness_disparities_any_source	The Canadian journal of urology	A population-based study of the waiting times for prostatectomy in Ontario.
15305806	2004	False	timeliness_disparities_any_source	Clinical and investigative medicine. Medecine clinique et experimentale	Radiotherapy wait times for patients with a diagnosis of invasive cancer, 1992-2000.
40871470	2025	False	incremental_value_social_factors	Molecules (Basel, Switzerland)	The Oncometabolite 2-Hydroxyglutarate Is Upregulated in Post-Prostatectomy PSA Recurrence of Prostate Cancer: A Metabolomic Analysis.
38987514	2025	False	incremental_value_social_factors	Journal of racial and ethnic health disparities	Evidence-based Prostate Cancer Screening Interventions for Black Men: A Systematic Review.
40121103	2025	False	incremental_value_social_factors	Urologic oncology	Does inclusion of neighborhood variables improve clinical risk prediction for advanced prostate cancer in Black and White men?
39023888	2024	False	incremental_value_social_factors	JAMA network open	Trends and Disparities in Next-Generation Sequencing in Metastatic Prostate and Urothelial Cancers.
37054742	2023	False	incremental_value_social_factors	Psychotherapie, Psychosomatik, medizinische Psychologie	[Impact of Oncological Treatment on Perceived Stigmatization - A Register-Based Study].
36291899	2022	False	incremental_value_social_factors	Cancers	Circadian Rhythm Disruption as a Contributor to Racial Disparities in Prostate Cancer.
35258460	2022	False	incremental_value_social_factors	JMIR cancer	Comparing Survivors of Cancer in Population-Based Samples With Those in Online Cancer Communities: Cross-sectional Questionnaire Study.
34181467	2021	False	incremental_value_social_factors	The Journal of urology	The Association between Income Status and Treatment Selection for Prostate Cancer in a Universal Health Care System: A Population-Based Analysis.
32895938	2021	False	incremental_value_social_factors	Cancer	Racial disparities in mortality for patients with prostate cancer after radical prostatectomy.
32533247	2021	False	incremental_value_social_factors	World journal of urology	Treatment decision satisfaction and regret after focal HIFU for localized prostate cancer.
32191331	2020	False	incremental_value_social_factors	JAMA network open	Association of Sociodemographic and Health-Related Factors With Receipt of Nondefinitive Therapy Among Younger Men With High-Risk Prostate Cancer.
17100939	2006	False	incremental_value_social_factors	The journal of sexual medicine	Clinical and psychosocial characteristics of men with erectile dysfunction: baseline data from ExCEED.
16698362	2006	False	incremental_value_social_factors	Urology	Ethnicity and determinants of quality of life after prostate cancer treatment.
42582767	2026	False	ml_decomposition	Translational andrology and urology	HOXC4 as a machine learning-derived immune biomarker for predicting treatment and prognosis in prostate cancer patients.
42418409	2026	False	ml_decomposition	PloS one	Identification of the oxidation stress-related gene signatures and functional verification of MINK1 in prostate cancer cells.
42388593	2026	False	ml_decomposition	Cancer diagnosis & prognosis	Optimized Prostate Cancer Stage Classification Using XGBoost Based on Racial miRNA Expression.
42466157	2026	False	ml_decomposition	Computational molecular bioscience	Machine Learning Classification of Prostate Cancer Genomic Sequences Using K-Mer and Sequence-Derived Features.
42237462	2026	False	ml_decomposition	Journal of biophotonics	Machine Learning-Integrated Raman Spectroscopy Identifies Race-Associated Biochemical Signatures in Prostate Cancer.
42238430	2026	False	ml_decomposition	medRxiv : the preprint server for health sciences	Socioeconomic and Clinical Determinants Driving Access to BRCA Genetic Testing in Cancer : A Case-Control Study Using Observational Electronic Health Records Across Multiple Sites.
42192906	2026	False	ml_decomposition	Cancers	Artificial Intelligence in Oncology: A Comprehensive Cross-Cancer Translational Readiness Analysis Across 18 Malignancies.
41617107	2026	False	ml_decomposition	Environmental research	Associations of fine particulate matter pollution components with overall, prostate cancer, and cardiovascular disease mortality in men with prostate cancer: A cohort study.
41329033	2026	False	ml_decomposition	The Prostate	A Comparative Study of the Global Burden of Prostate Cancer (1990-2021): Emphasis on the Disparities Between the United States and China.
41736007	2026	False	ml_decomposition	World journal of surgical oncology	Global, regional, and national burden of early-onset prostate cancer, 1990-2021: a systematic analysis for the global burden of disease study 2021.
41589030	2026	False	ml_decomposition	Cancer medicine	Mitigating Disparities in Prostate Cancer Survival Prediction Through Fairness-Aware Machine Learning Models.
41516076	2025	False	ml_decomposition	International journal of molecular sciences	AI/ML-Assisted Detection of HMGA2 RNA Isoforms in Prostate Cancer Patient Tissue.
41446223	2025	False	ml_decomposition	bioRxiv : the preprint server for biology	A Multi-Modal Transfer Learning Framework to Reduce Health Disparities in Prostate Adenocarcinoma.
40445307	2025	False	ml_decomposition	Abdominal radiology (New York)	Using AI to triage patients without clinically significant prostate cancer using biparametric MRI and PSA.
41179326	2025	False	ml_decomposition	Cancer diagnosis & prognosis	Robust Logistic Regression-based Diagnosis Method of Prostate Cancer Using Optimized Feature Selection on Race Specific Gene-expression Datasets.
40865035	2025	True	ml_decomposition	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	Racial and Ethnic Disparities Along the Treatment Cascade Among Medicare Fee-for-Service Beneficiaries With Metastatic Breast, Colorectal, Lung, and Prostate Cancers.
41150999	2025	False	ml_decomposition	JCO clinical cancer informatics	Leveraging Centralized Health System Data Management and Large Language Model-Based Data Preprocessing to Identify Predictors for Radiation Therapy Interruption.
41129153	2025	False	ml_decomposition	JAMA network open	Community Factors and County-Level Cancer Screening, Prevalence, and Mortality.
41024066	2025	False	ml_decomposition	BioData mining	Decoding ancestry-specific genetic risk: interpretable deep feature selection reveals prostate cancer SNP disparities in diverse populations.
40770349	2025	False	ml_decomposition	Experimental hematology & oncology	Incidence, mortality, and risk factors of bladder, kidney, prostate and testicular cancers in China and comparisons with the United States, the United Kingdom, Japan, and the Republic of Korea: an up-to-date overview based on the Global Burden of Disease 2021.
40739951	2025	False	ml_decomposition	Cancer biology & medicine	Cancer mortality trends in China from 2013-2021 and projections to 2030.
40855895	2025	False	ml_decomposition	JU open plus	Population-Specific Radiomics From Biparametric Magnetic Resonance Imaging Improves Prostate Cancer Risk Stratification in African American Men.
40567976	2025	False	ml_decomposition	Frontiers in public health	Global, regional, and national prevalence of prostate cancer from 1990 to 2021: a trend and health inequality analyses.
40508192	2025	False	ml_decomposition	International journal of molecular sciences	Transforming Prostate Cancer Care: Innovations in Diagnosis, Treatment, and Future Directions.
40475298	2025	False	ml_decomposition	Digital health	Global trends in the use of artificial intelligence for urological tumor histopathology: A 20-year bibliometric analysis.
40442579	2025	False	ml_decomposition	Clinical proteomics	Integrating multimodal data to predict the progression of hormone-sensitive prostate cancer.
39604057	2025	False	ml_decomposition	The Prostate	Personalized Medicine: Leave no Patient Behind; Report From the 2024 Coffey-Holden Prostate Cancer Academy Meeting.
41062130	2025	False	ml_decomposition	Cancer control : journal of the Moffitt Cancer Center	Leveraging Machine Learning Models to Explore Disparities in Prostate Cancer Diagnosis, Treatment, and Survival.
39419353	2025	False	ml_decomposition	Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology	Achieving accurate prostate auto-segmentation on CT in the absence of MR imaging.
39098988	2024	False	ml_decomposition	Scientific reports	Insights into immune microenvironment and therapeutic targeting in androgen-associated prostate cancer subtypes.
38970097	2024	False	ml_decomposition	World journal of surgical oncology	Population-Specific gene expression profiles in prostate cancer: insights from Weighted Gene Co-expression Network Analysis (WGCNA).
38214587	2024	True	ml_decomposition	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	Isolating the Drivers of Racial Inequities in Prostate Cancer Treatment.
37947332	2023	True	ml_decomposition	Journal of the National Cancer Institute. Monographs	Racial disparities in prostate cancer mortality: a model-based decomposition of contributing factors.
37460568	2023	True	ml_decomposition	Scientific reports	Explainable ML models for a deeper insight on treatment decision for localized prostate cancer.
35484517	2022	False	ml_decomposition	BMC cancer	Comprehensive analysis of the associations between clinical factors and outcomes by machine learning, using post marketing surveillance data of cabazitaxel in patients with castration-resistant prostate cancer.
34529282	2021	False	ml_decomposition	The Prostate	Predicting survival after radical prostatectomy: Variation of machine learning performance by race.
34183072	2021	False	ml_decomposition	Cardio-oncology (London, England)	TAVR and cancer: machine learning-augmented propensity score mortality and cost analysis in over 30 million patients.
33925159	2021	False	ml_decomposition	Cancers	Prediction of Incident Cancers in the Lifelines Population-Based Cohort.
33718117	2020	False	ml_decomposition	Frontiers in oncology	Ten-Year Single Institutional Analysis of Geographic and Demographic Characteristics of Patients Treated With Stereotactic Body Radiation Therapy for Localized Prostate Cancer.
32985908	2021	True	ml_decomposition	Journal of computational biology : a journal of computational molecular cell biology	Machine-Learning Models for Multicenter Prostate Cancer Treatment Plans.
33085787	2021	False	ml_decomposition	The Prostate	The 26th Annual Prostate Cancer Foundation Scientific Retreat Report.
33302880	2020	False	ml_decomposition	BMC medical research methodology	Variable selection in social-environmental data: sparse regression and tree ensemble machine learning approaches.
32790761	2020	False	ml_decomposition	PloS one	The effect of neighborhood social environment on prostate cancer development in black and white men at high risk for prostate cancer.
31246547	2019	True	ml_decomposition	The Journal of urology	The Relative Importance of Race Compared to Health Care and Social Factors in Predicting Prostate Cancer Mortality: A Random Forest Approach.
22734084	2012	False	ml_decomposition	Journal of health services research & policy	Prostate cancer screening practices in the Republic of Ireland: the determinants of uptake.
21905151	2012	False	ml_decomposition	Health economics	The role of private medical insurance in socio-economic inequalities in cancer screening uptake in Ireland.
